episode,timestep,reward, averagate_reward_100
104, 960, 12.7427, 12.6926
177, 1920, 14.9465, 16.7721
227, 2880, 16.9644, 21.4546
264, 3840, 19.3827, 27.2975
293, 4800, 21.5917, 33.4556
318, 5760, 23.3171, 38.4602
339, 6720, 25.2183, 43.4736
360, 7680, 26.9897, 47.6721
383, 8640, 28.7152, 50.6493
401, 9600, 30.5285, 54.969
410, 10560, 31.9054, 59.4747
426, 11520, 33.5937, 64.3162
442, 12480, 35.0902, 67.8213
454, 13440, 36.6824, 72.231
467, 14400, 38.1179, 77.3108
478, 15360, 39.6635, 82.4941
490, 16320, 40.9949, 86.8671
502, 17280, 42.468, 89.6683
513, 18240, 43.7712, 91.4179
520, 19200, 45.1139, 96.7053
526, 20160, 46.0845, 99.2954
535, 21120, 47.7768, 106.9898
542, 22080, 48.7993, 109.3937
549, 23040, 50.0059, 112.939
555, 24000, 51.7196, 119.8544
563, 24960, 53.0448, 125.4106
571, 25920, 54.3991, 129.252
578, 26880, 55.604, 131.7993
584, 27840, 56.4544, 135.2225
592, 28800, 57.5272, 137.4999
598, 29760, 58.3887, 139.7736
603, 30720, 59.4853, 144.7955
609, 31680, 60.3618, 146.6946
615, 32640, 61.7081, 151.5471
621, 33600, 62.889, 154.8088
626, 34560, 63.751, 156.6768
632, 35520, 64.8567, 157.2301
638, 36480, 65.9401, 160.757
646, 37440, 66.7199, 161.2829
652, 38400, 67.6082, 160.3392
658, 39360, 68.7697, 160.8757
665, 40320, 69.6329, 160.3518
672, 41280, 70.5395, 161.8802
679, 42240, 71.5242, 163.5455
687, 43200, 72.3117, 163.2949
694, 44160, 72.8689, 162.0045
703, 45120, 73.3837, 157.1909
709, 46080, 73.7853, 155.5345
714, 47040, 74.8032, 156.3853
721, 48000, 75.5894, 154.4592
728, 48960, 76.2837, 154.0135
733, 49920, 76.7077, 151.8229
740, 50880, 77.5555, 149.1024
745, 51840, 78.4168, 154.1545
749, 52800, 79.2049, 157.8662
753, 53760, 79.9089, 157.9816
758, 54720, 80.8523, 160.3556
762, 55680, 81.7323, 164.3491
768, 56640, 82.1582, 162.1089
772, 57600, 82.4539, 162.5187
778, 58560, 82.9939, 160.9724
785, 59520, 83.3228, 159.8354
790, 60480, 83.5479, 158.4105
796, 61440, 84.0682, 161.1012
800, 62400, 84.6422, 165.5585
806, 63360, 85.0989, 166.2882
812, 64320, 85.7161, 167.7384
820, 65280, 85.6026, 157.9629
830, 66240, 85.6506, 153.1002
837, 67200, 85.8732, 147.9151
847, 68160, 85.9017, 138.956
856, 69120, 86.2329, 129.6423
861, 70080, 86.7581, 126.962
867, 71040, 87.2109, 126.8755
875, 72000, 87.3365, 124.2579
881, 72960, 87.7001, 123.3815
888, 73920, 88.1659, 125.8363
898, 74880, 88.2787, 119.5562
908, 75840, 88.3656, 112.4474
913, 76800, 88.8694, 114.3534
922, 77760, 89.3086, 120.2745
932, 78720, 89.4942, 120.452
937, 79680, 89.8888, 123.499
949, 80640, 89.8774, 123.3937
958, 81600, 90.0792, 120.2873
964, 82560, 90.3605, 118.2599
974, 83520, 90.4969, 118.1625
981, 84480, 90.8569, 118.6683
986, 85440, 91.2164, 118.4131
992, 86400, 91.4785, 121.2068
997, 87360, 91.7711, 124.8842
1004, 88320, 92.2092, 127.0942
1010, 89280, 92.3502, 126.9877
1015, 90240, 92.9675, 127.7146
1021, 91200, 93.045, 127.5884
1026, 92160, 93.4121, 129.5177
1034, 93120, 93.3171, 124.6688
1043, 94080, 93.5948, 128.1857
1050, 95040, 93.8713, 130.9155
1057, 96000, 93.9652, 131.4977
1064, 96960, 94.0011, 129.0963
1071, 97920, 94.0812, 128.823
1077, 98880, 94.0722, 127.3067
1082, 99840, 94.2975, 127.6333
1089, 100800, 94.759, 128.5151
1094, 101760, 95.1556, 131.5004
1098, 102720, 95.3498, 129.8428
1104, 103680, 95.5633, 129.2384
1112, 104640, 95.7484, 126.1997
1121, 105600, 95.997, 126.1374
1125, 106560, 96.0765, 125.2756
1132, 107520, 95.9279, 123.3825
1138, 108480, 96.0649, 121.5609
1146, 109440, 96.1284, 120.9429
1153, 110400, 96.2068, 121.4705
1159, 111360, 96.3739, 122.1401
1164, 112320, 96.5322, 123.4636
1169, 113280, 96.4653, 123.1869
1176, 114240, 96.6115, 123.6913
1182, 115200, 96.6825, 122.4886
1191, 116160, 96.8356, 117.6227
1197, 117120, 97.1048, 117.828
1203, 118080, 97.5219, 119.1698
1209, 119040, 97.6442, 118.8618
1217, 120000, 97.7692, 119.6258
1223, 120960, 97.9955, 120.7451
1228, 121920, 98.1172, 121.6737
1234, 122880, 98.1709, 122.2037
1241, 123840, 98.3321, 124.0982
1247, 124800, 98.4715, 125.0508
1255, 125760, 98.6565, 126.2874
1263, 126720, 98.7932, 125.3661
1270, 127680, 99.3288, 132.8395
1278, 128640, 99.3441, 131.7261
1284, 129600, 99.4815, 132.2088
1292, 130560, 99.6406, 132.2318
1301, 131520, 99.812, 129.0517
1307, 132480, 99.9065, 127.3028
1314, 133440, 100.0456, 128.2653
1321, 134400, 100.097, 126.0205
1327, 135360, 100.2045, 125.804
1333, 136320, 100.4248, 128.2093
1341, 137280, 100.5878, 128.5815
1348, 138240, 100.9716, 132.4653
1354, 139200, 101.2192, 133.7345
1360, 140160, 101.568, 136.968
1367, 141120, 101.7027, 136.3752
1374, 142080, 101.9287, 135.5322
1380, 143040, 102.1705, 136.8394
1388, 144000, 102.2842, 137.8407
1396, 144960, 102.6854, 140.7189
1402, 145920, 103.0203, 144.5195
1409, 146880, 103.2714, 146.6923
1417, 147840, 103.5946, 149.5434
1425, 148800, 103.9372, 153.5691
1433, 149760, 104.1157, 153.3148
1441, 150720, 104.3591, 154.932
1450, 151680, 104.4686, 151.2501
1457, 152640, 104.6849, 150.4134
1461, 153600, 104.8842, 149.4965
1467, 154560, 104.9364, 149.1418
1474, 155520, 105.0587, 148.0653
1479, 156480, 105.4196, 150.6646
1486, 157440, 105.6531, 153.6631
1491, 158400, 105.7637, 152.1197
1497, 159360, 105.8482, 148.6841
1504, 160320, 106.0528, 148.5704
1510, 161280, 106.2526, 147.4117
1516, 162240, 106.5588, 149.2287
1523, 163200, 106.4257, 143.5904
1528, 164160, 106.7283, 146.3905
1534, 165120, 106.8537, 146.2208
1541, 166080, 106.9486, 144.2631
1546, 167040, 107.2007, 148.4648
1556, 168000, 107.1607, 143.5244
1565, 168960, 107.2691, 141.5508
1574, 169920, 107.3459, 141.0602
1582, 170880, 107.5262, 138.6018
1591, 171840, 107.6228, 135.3422
1598, 172800, 107.7556, 136.6957
1608, 173760, 107.7676, 131.5408
1617, 174720, 107.7204, 125.5708
1627, 175680, 107.7658, 124.9474
1633, 176640, 107.9435, 125.454
1644, 177600, 107.8846, 120.1175
1650, 178560, 107.9085, 119.4914
